,business_id,name,type,city,fulladdress,state,stars,Weighted_stars,userreviewcount,Business_ReviewCount,pricerange,waiterservice,wheelchairaccessible,hastv,alcohol,takeout,attire,goodforkids,goodfordancing,goodforgroups,parking,goodforfood,ambience,music 
2303,60273,3681,1,20,6083,6,5,2,9,278,2,3,3,3,3,3,1,3,1,3,1,1,0,0
2304,52668,11,1,25,2085,6,5,2,22,357,2,3,3,3,3,3,1,3,2,3,2,0,1,1
2305,67441,125,1,58,1312,6,7,4,2,70,1,3,3,3,4,3,1,3,1,3,1,1,1,0
2306,38073,537,1,93,7090,6,7,2,7,94,2,3,3,3,3,3,1,3,1,3,2,0,0,0
2307,31367,4114,1,51,4604,6,5,3,24,464,1,3,3,3,3,3,1,3,1,3,1,1,1,0
2308,38501,3277,1,46,7046,5,6,3,6,22,2,3,3,2,1,2,1,2,1,3,0,1,0,0
2309,31513,4071,1,51,5424,5,6,3,33,557,2,3,3,3,3,3,1,2,2,3,1,1,1,0
2310,38888,1297,1,51,2379,5,8,4,178,596,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2311,251,3557,1,93,5586,6,7,3,158,264,4,3,3,2,3,2,3,2,1,3,2,1,1,0
2312,10779,168,1,81,5971,6,4,1,15,326,2,3,1,3,3,3,1,3,2,3,0,1,1,0
2313,49967,2713,1,93,7078,6,4,2,6,22,2,3,1,2,2,2,1,3,1,3,0,0,0,0
2314,72932,4902,1,36,1782,6,6,3,17,432,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2315,71341,1775,1,40,2132,6,5,2,57,121,2,3,3,3,3,3,1,3,1,3,2,1,1,0
2316,48344,1048,1,80,6921,6,7,4,7,120,2,2,1,2,1,3,1,3,1,2,0,1,0,0
2317,10870,551,1,20,943,3,6,2,19,471,2,2,3,3,1,3,1,3,1,3,1,1,1,0
2318,63744,3493,1,40,972,3,7,3,55,142,2,3,3,2,1,3,1,3,1,3,1,1,1,0
2319,68763,3493,1,82,1944,3,7,3,96,236,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2320,18179,1737,1,82,5843,3,4,3,10,146,2,2,3,2,4,3,1,3,1,3,1,1,1,0
2321,19672,4519,1,51,6827,3,4,2,34,12,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2322,36414,562,1,102,886,3,4,2,37,609,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2323,43274,580,1,51,6895,5,3,2,41,34,2,3,3,3,3,3,1,3,1,2,1,1,1,0
2324,37764,2396,1,56,2679,5,6,2,52,47,2,3,3,2,1,3,1,3,1,3,1,2,1,0
2325,51682,234,1,85,346,5,6,2,8,414,2,3,1,3,3,3,1,3,1,3,2,2,1,0
2326,74748,2779,1,3,6833,5,5,1,16,357,2,3,3,2,3,2,1,3,1,3,1,1,1,0
2327,73634,4666,1,51,6101,5,5,2,22,471,2,3,3,3,3,3,1,2,2,3,1,2,1,0
2328,37541,3967,1,85,4144,6,7,3,45,7,2,3,3,2,4,2,1,2,1,3,1,1,1,0
2329,12631,3677,1,40,3500,6,6,3,18,453,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2330,3815,443,1,40,1127,6,7,4,58,169,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2331,23994,1137,1,51,5119,6,4,2,14,347,2,3,1,2,4,3,1,3,1,3,1,1,1,0
2332,5940,3303,1,85,2431,5,6,4,79,65,2,3,2,3,3,3,1,2,1,3,1,2,1,1
2333,75445,5039,1,104,6622,5,6,3,32,589,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2334,62192,455,1,82,4693,5,6,3,108,174,2,3,3,3,3,2,3,2,3,3,2,1,1,1
2335,39464,403,1,85,3010,5,7,3,30,612,2,3,3,3,3,3,1,2,2,3,2,2,1,0
2336,27001,643,1,51,7027,5,4,2,32,423,2,3,3,2,3,3,1,3,1,3,1,2,1,0
2337,39198,3680,1,85,110,5,4,2,10,225,2,3,3,3,3,3,1,3,1,3,2,0,1,0
2338,10560,2359,1,40,2141,5,6,3,39,110,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2339,12369,3681,1,20,6132,6,5,2,14,381,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2340,10658,4519,1,77,5670,6,4,2,42,32,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2341,17527,168,1,64,5101,6,5,3,11,288,2,3,1,3,3,3,1,3,2,3,1,0,1,0
2342,38078,4770,1,20,949,6,7,3,23,519,2,3,3,3,1,3,1,2,2,3,1,1,1,0
2343,14449,168,1,20,6233,6,4,1,7,192,2,3,3,3,3,3,1,3,2,3,0,1,0,0
2344,7006,389,1,17,5033,6,6,3,72,77,1,3,3,3,3,3,1,3,1,3,1,1,1,0
2345,73290,3699,1,93,6481,6,3,2,8,22,3,3,3,1,3,1,1,3,1,3,1,2,0,0
2346,42009,4561,1,51,5784,6,6,3,123,321,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2347,20510,3434,1,82,3717,6,4,2,48,554,1,2,3,2,4,3,1,3,1,3,1,1,1,0
2348,49949,5125,1,93,6746,6,6,3,13,203,2,3,3,2,3,3,1,3,1,3,1,1,1,0
2349,44994,631,1,64,3986,6,8,3,46,80,1,3,3,3,1,3,1,3,1,3,1,1,1,0
2350,11746,4590,1,51,215,5,6,3,24,453,2,3,3,3,3,3,1,3,1,3,1,4,1,0
2351,50460,3467,1,104,4672,5,5,3,60,9,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2352,19038,2292,1,20,944,5,6,3,14,309,1,2,3,3,1,3,1,3,1,3,1,1,1,0
2353,35610,1137,1,51,6457,5,5,3,19,445,1,3,1,2,4,3,1,3,1,3,1,1,1,0
2354,23949,4969,1,87,2005,5,5,3,42,38,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2355,67851,4238,1,57,1947,7,5,2,33,584,2,3,3,3,1,3,1,3,1,3,1,1,1,0
2356,41793,2747,1,84,1913,7,8,4,21,347,2,3,2,2,3,3,1,2,2,3,1,1,1,0
2357,38956,3580,1,51,5281,7,5,2,9,269,2,3,1,3,3,3,1,2,2,3,1,1,1,1
2358,63291,167,1,40,2881,7,5,2,44,552,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2359,48200,3067,1,56,3432,7,5,3,3,431,1,1,3,3,3,1,2,1,2,3,1,0,0,1
2360,69091,4756,1,13,3836,7,6,3,32,445,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2361,70904,4003,1,51,3317,8,5,2,1114,306,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2362,51919,4536,1,46,497,8,7,3,38,550,2,3,3,3,3,3,1,2,1,3,1,2,1,0
2363,54790,4652,1,46,3253,8,7,4,21,423,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2364,7981,3153,1,102,1204,8,6,3,53,40,1,3,3,3,1,3,1,3,1,3,1,1,1,0
2365,53382,3788,1,23,6797,8,5,2,11,237,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2366,27402,3108,1,82,804,8,6,3,12,440,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2367,44817,1433,1,104,6718,6,6,3,10,170,2,3,3,2,4,2,1,3,1,3,1,1,1,0
2368,4376,426,1,46,6543,6,6,3,120,345,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2369,2494,3574,1,51,7075,6,4,2,19,366,2,3,3,2,3,3,1,3,1,3,3,1,1,0
2370,57406,1534,1,37,685,6,4,3,6,181,2,3,1,3,3,3,1,3,1,3,1,1,1,0
2371,44547,2545,1,20,1129,6,8,4,79,142,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2372,16299,1058,1,20,2924,6,7,3,127,196,2,3,3,3,3,3,1,2,1,3,1,2,1,0
2373,49998,1767,1,20,1390,3,8,4,165,292,2,3,3,2,3,2,1,2,1,3,2,1,1,0
2374,10354,2093,1,77,1861,3,4,2,11,375,2,3,3,2,4,3,1,3,1,3,1,2,1,0
2375,29207,3846,1,20,6280,3,5,3,7,316,2,3,3,3,3,3,1,3,2,3,1,2,1,0
2376,32944,562,1,46,5204,3,5,2,30,595,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2377,62806,3846,1,51,6213,6,6,3,42,7,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2378,19058,1137,1,51,4743,6,4,2,17,298,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2379,51992,594,1,51,6905,7,6,3,7,157,2,3,1,2,3,3,1,3,1,3,0,0,0,0
2380,45585,179,1,82,4255,7,6,3,149,287,2,3,3,3,3,3,1,3,2,3,2,1,1,0
2381,17800,3141,1,17,5092,7,5,2,2,70,2,3,3,3,3,3,1,3,1,3,1,2,0,0
2382,48882,2539,1,56,1291,7,5,2,19,278,1,3,3,3,3,3,1,2,1,3,1,2,1,0
2383,15586,1654,1,17,3217,7,4,2,29,531,2,3,1,3,3,3,1,3,1,3,1,2,1,0
2384,25075,2260,1,51,6900,7,6,3,21,357,2,2,3,2,4,3,1,3,1,3,0,1,1,0
2385,8503,1137,1,104,6071,7,5,2,11,132,1,3,3,3,4,3,1,3,1,3,1,2,0,0
2386,65441,1108,1,56,2661,7,7,3,82,123,2,3,3,2,1,3,1,3,1,3,2,2,1,0
2387,9068,396,1,20,1349,7,5,2,52,122,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2388,2113,2625,1,113,3692,7,6,3,13,357,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2389,16441,1530,1,20,5375,7,7,3,33,595,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2390,49245,3883,1,51,6706,7,7,4,345,578,4,3,3,2,3,2,3,2,1,3,2,1,1,0
2391,17885,185,1,51,6709,3,4,2,146,458,2,3,3,2,3,3,1,3,1,3,2,1,1,0
2392,1187,976,1,93,4021,6,5,2,21,515,2,3,3,3,3,3,1,2,2,3,1,1,1,1
2393,32079,1137,1,51,2793,6,5,3,27,616,1,3,3,2,4,3,1,3,1,3,1,2,1,0
2394,23938,549,1,56,5041,6,8,4,15,288,1,3,3,3,3,3,1,2,2,3,1,2,1,0
2395,57607,1043,1,20,3003,6,6,3,12,393,1,3,3,2,4,3,1,3,1,3,1,2,1,0
2396,59309,5264,1,20,6728,6,8,4,15,399,1,2,3,2,1,3,1,3,1,3,1,1,1,0
2397,6190,3928,1,51,6892,6,3,2,39,18,2,3,1,3,3,3,1,2,2,2,1,1,1,1
2398,22598,562,1,20,2447,6,4,1,8,337,2,3,1,3,3,3,1,3,2,3,1,1,1,0
2399,37135,521,1,20,1310,6,6,3,32,557,2,3,3,3,3,3,1,2,2,3,1,0,1,0
2400,24739,1909,1,20,6419,6,7,4,7,81,1,3,1,3,4,3,1,3,1,3,0,1,1,0
2401,10517,4662,1,82,5965,6,4,3,11,357,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2402,30333,3359,1,51,7065,6,5,3,6,70,2,3,3,2,3,3,1,3,1,3,2,1,1,0
2403,33978,425,1,41,5489,6,4,2,42,560,2,3,3,3,3,3,1,3,1,3,1,1,2,0
2404,23614,1137,1,51,7121,6,3,2,11,170,1,3,1,3,4,3,1,3,1,3,1,2,0,0
2405,12345,5021,1,77,6744,6,5,3,29,554,1,3,3,3,3,3,1,3,1,3,1,1,1,0
2406,22927,2523,1,77,6555,6,5,2,46,542,1,3,3,3,1,3,1,3,1,3,1,3,1,0
2407,39614,1137,1,51,2279,6,5,2,10,288,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2408,73742,2227,1,20,5490,6,5,2,14,316,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2409,61356,1407,1,51,4359,6,7,3,111,135,2,3,3,3,3,3,1,2,1,3,1,1,1,0
2410,47062,3357,1,64,1708,6,5,2,13,298,2,2,3,2,4,3,1,3,1,3,1,1,1,0
2411,53130,5065,1,37,1029,6,5,2,27,477,2,3,3,3,3,3,1,2,1,3,1,1,0,0
2412,35055,5028,1,82,3655,6,5,4,5,108,2,3,1,3,4,3,1,3,1,3,0,1,1,0
2413,38825,681,1,82,1437,6,7,3,24,538,1,3,3,3,3,3,1,3,2,3,1,1,1,0
2414,33584,2260,1,40,2188,6,6,3,17,347,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2415,56080,4143,1,51,6713,6,6,3,25,453,1,3,3,3,3,3,1,3,1,3,1,1,1,0
2416,14975,3677,1,43,1144,6,5,2,17,399,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2417,40604,2878,1,41,6518,6,2,1,171,220,2,3,3,3,3,3,1,2,2,3,1,1,1,0
2418,602,2620,1,114,5019,6,6,3,7,37,2,3,3,3,3,3,1,3,1,3,0,0,0,0
2419,71775,2074,1,19,1491,5,7,3,88,190,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2420,52824,2750,1,51,1835,5,5,2,29,26,2,3,3,2,1,3,1,3,1,3,2,4,1,0
2421,63880,1926,1,51,4288,5,6,3,12,347,2,3,1,3,4,3,1,3,1,3,1,1,1,0
2422,4684,4573,1,82,6842,5,7,4,7,146,2,3,1,2,1,3,1,3,1,3,1,1,1,0
2423,20792,1137,1,23,5990,5,4,2,7,248,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2424,66542,3135,1,56,2569,4,5,3,10,94,1,2,3,2,4,3,1,3,1,2,1,2,0,0
2425,21157,2762,1,43,802,4,6,3,36,595,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2426,27503,2040,1,85,4760,4,7,3,46,46,2,3,3,3,3,3,1,2,2,3,1,1,1,1
2427,8754,2960,1,16,6113,4,4,1,11,298,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2428,70221,1806,1,56,3315,4,6,2,42,75,2,3,2,3,3,3,1,3,2,3,1,1,1,0
2429,29034,4303,1,93,6851,4,6,3,15,460,2,3,3,2,3,3,1,3,1,3,1,1,1,0
2430,37725,110,1,56,2511,7,7,4,2,94,2,3,3,3,3,3,1,3,2,3,1,0,1,1
2431,56072,4597,1,20,33,7,6,2,45,586,3,2,3,2,3,2,1,2,3,3,2,1,1,1
2432,53216,3681,1,40,2156,7,4,2,34,51,2,3,1,3,3,3,1,3,1,3,1,1,1,0
2433,9280,1631,1,51,6939,7,5,3,27,550,1,2,3,2,4,3,1,3,1,3,1,1,1,0
2434,62173,2185,1,56,2517,7,7,3,74,102,2,3,2,3,3,3,1,2,1,2,1,1,1,0
2435,58491,5,1,82,3599,7,3,2,18,181,2,3,3,3,3,3,1,3,1,2,0,1,0,0
2436,19833,3701,1,85,4516,4,7,2,17,399,1,3,2,3,3,3,1,2,3,3,1,1,1,2
2437,44147,1913,1,51,3463,4,6,3,92,331,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2438,58952,3864,1,82,1930,4,6,3,54,77,1,3,3,3,3,3,1,3,1,3,1,1,1,0
2439,72002,562,1,56,2292,4,4,2,8,248,2,3,1,3,3,3,1,3,2,3,1,1,1,1
2440,25668,2041,1,85,1057,4,6,3,8,326,2,3,2,3,3,3,1,3,2,3,1,2,1,1
2441,425,9,1,93,6487,4,5,2,22,464,2,3,1,3,3,3,1,3,1,3,1,1,1,0
2442,68080,426,1,64,5286,5,6,3,44,74,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2443,40983,3493,1,93,5478,5,6,3,25,586,1,2,2,2,4,3,1,3,1,3,1,1,1,0
2444,28244,3107,1,19,1715,5,4,1,27,309,2,3,3,3,3,3,1,2,2,3,1,1,1,1
2445,18026,1275,1,20,6232,5,6,2,21,453,2,3,2,3,3,3,1,2,2,3,1,3,1,2
2446,58950,507,1,56,5123,4,4,2,19,337,2,3,3,3,3,3,1,3,1,3,2,1,1,0
2447,17811,1145,1,104,6556,4,6,3,43,30,2,3,3,3,3,3,1,2,2,3,1,1,1,0
2448,3611,2093,1,82,2397,4,5,2,17,366,1,3,1,2,4,3,1,3,1,3,1,1,1,0
2449,33708,412,1,102,1361,4,7,3,2,157,2,3,3,2,1,3,1,3,1,3,1,1,1,0
2450,60930,2075,1,102,453,4,6,3,25,557,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2451,19196,2980,1,51,6078,5,6,4,25,298,2,2,3,2,3,3,1,3,3,3,1,1,1,1
2452,15722,3846,1,6,174,5,5,3,33,509,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2453,54265,1605,1,82,2303,5,6,3,63,74,2,3,3,3,3,3,1,3,1,3,2,1,1,0
2454,13561,1137,1,51,5605,5,5,3,7,357,2,3,1,2,4,3,1,3,1,3,1,1,0,0
2455,29151,3542,1,93,2649,5,7,4,4,157,1,3,1,2,4,3,1,3,1,3,1,1,1,0
2456,31068,487,1,56,2508,5,6,3,71,92,2,3,3,3,3,3,1,2,1,3,2,1,1,0
2457,48687,1137,1,41,4553,7,6,3,3,70,1,3,3,2,4,3,1,3,1,3,1,1,1,0
2458,25789,2685,1,19,3055,7,6,2,32,557,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2459,68709,3580,1,46,328,7,5,2,7,132,1,1,3,3,3,3,1,2,2,3,0,0,0,1
2460,45068,2023,1,51,5582,7,5,2,67,110,2,3,3,3,3,3,1,3,2,3,1,1,1,0
2461,61544,1598,1,20,2324,7,7,3,60,47,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2462,87,3547,1,51,6125,7,7,3,31,527,2,3,3,3,3,3,1,2,2,3,1,2,1,1
2463,10614,2235,1,64,3872,6,5,2,32,521,2,3,3,3,3,3,1,3,2,3,1,2,1,6
2464,53746,1483,1,64,1492,6,5,2,20,491,2,3,3,3,3,3,1,3,2,3,1,2,1,0
2465,17451,562,1,68,5236,6,3,1,15,248,2,3,1,3,3,3,1,3,2,3,1,0,0,0
2466,60303,1840,1,51,6531,6,6,3,59,179,2,3,3,2,4,3,1,3,1,3,1,1,1,0
2467,71637,509,1,82,4221,6,6,4,8,269,2,3,3,3,3,3,1,2,2,3,1,0,1,1
2468,25702,249,1,85,4713,6,7,4,80,92,3,3,3,2,4,2,1,2,1,2,1,1,1,0
2469,72860,562,1,33,5087,5,5,2,12,269,2,3,3,3,3,3,1,3,2,3,0,1,1,0
2470,12303,3832,1,51,5989,5,7,2,52,24,2,3,2,3,3,3,1,2,2,3,1,1,1,1
2471,35621,1559,1,93,5552,4,8,4,189,343,3,3,3,2,3,2,1,2,1,3,2,1,1,0
2472,70725,4895,1,107,6,4,6,3,28,607,2,3,3,2,1,3,1,3,1,3,1,1,1,0
2473,74169,3216,1,41,6013,4,5,2,10,203,1,3,3,3,3,2,1,2,3,3,1,0,0,0
2474,31234,1043,1,36,2747,4,5,2,8,366,1,3,1,2,4,3,1,3,1,3,1,1,1,0
2475,57275,4053,1,36,6630,4,7,4,4,70,2,2,1,3,4,3,1,3,1,3,0,1,0,0
2476,45699,60,1,51,3435,4,7,3,117,127,2,2,3,3,3,3,1,2,2,3,1,1,1,1
2477,60207,2105,1,64,2564,5,7,3,72,41,2,3,3,3,1,3,1,3,2,3,2,1,1,1
2478,58110,33,1,93,5507,5,7,4,244,406,2,3,3,3,3,3,1,2,2,3,1,1,1,1
2479,19767,2739,1,51,475,5,5,2,49,93,2,3,3,3,3,3,1,3,1,3,2,1,1,0
2480,14287,4479,1,64,4326,5,2,1,1,356,2,3,3,2,4,2,1,2,1,2,0,0,0,0
2481,19096,1943,1,56,5508,5,4,2,6,22,2,1,1,3,3,3,1,3,1,3,0,0,0,0
2482,42527,2799,1,61,4950,5,5,3,4,81,2,3,1,3,3,3,1,3,1,3,1,1,0,0
2483,19133,4244,1,27,5155,7,5,1,6,22,2,1,1,1,2,3,1,3,1,3,0,0,0,0
2484,71157,1464,1,65,6889,7,4,2,2,495,2,1,1,1,2,1,2,1,1,1,0,0,0,0
2485,14384,2023,1,56,2533,7,5,2,4,108,2,3,1,3,3,3,1,3,2,3,0,1,1,0
2486,24252,1659,1,65,5400,7,7,4,1,495,1,1,1,3,3,3,2,1,2,3,0,0,0,1
2487,47734,1975,1,82,4214,7,6,2,175,320,2,3,3,2,1,3,1,3,1,3,1,2,1,0
2488,36866,1278,1,85,2806,7,5,4,6,120,2,3,1,3,3,3,1,2,1,3,2,1,1,0
2489,34417,79,1,19,6938,5,6,2,9,81,2,3,3,2,3,3,1,3,1,3,2,0,1,0
2490,19207,992,1,51,1377,5,7,3,67,136,1,3,1,2,4,3,1,3,1,3,1,1,1,0
2491,1044,4517,1,58,205,5,6,3,21,531,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2492,53106,3371,1,20,4851,5,5,2,5,571,1,3,1,2,4,3,1,3,1,3,0,0,0,0
2493,75892,1026,1,20,1399,5,3,1,3,431,5,1,1,1,2,3,2,1,1,1,0,0,0,0
2494,75012,4547,1,20,684,5,6,3,3,70,1,2,1,3,4,3,1,3,1,3,0,1,1,0
2495,30374,1542,1,20,691,4,8,4,9,120,2,2,1,2,4,3,1,3,1,3,1,1,1,0
2496,35310,168,1,23,5982,4,3,1,5,54,2,3,1,3,3,3,1,3,2,3,0,0,0,0
2497,46724,2023,1,20,6640,4,5,2,6,70,1,3,1,3,3,3,1,3,2,3,0,1,0,0
2498,44022,3532,1,20,4643,4,6,3,6,54,1,3,1,3,4,3,1,3,1,3,0,1,0,0
2499,19994,4518,1,20,5388,6,5,1,5,181,2,3,1,3,3,3,1,3,2,3,0,0,0,0
2500,22433,3846,1,20,618,6,6,3,4,54,2,3,1,3,3,3,1,3,1,3,0,0,0,0
2501,42025,4519,1,20,690,6,4,1,11,248,2,3,1,3,3,3,1,3,1,3,0,1,0,0
2502,21682,4308,1,20,5987,6,9,5,1,356,5,1,1,1,2,3,2,1,1,1,0,0,0,0
2503,4062,4664,1,20,5889,6,7,3,28,388,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2504,58668,3846,1,20,5737,6,3,1,7,108,2,3,1,3,3,3,1,3,1,3,0,0,0,0
2505,12572,1591,1,20,6466,5,5,2,15,445,2,3,1,3,3,3,1,2,2,3,1,1,1,0
2506,3907,3533,1,20,4962,5,4,3,6,1,1,3,3,3,3,3,1,3,1,3,0,0,0,0
2507,45465,5245,1,20,1689,5,5,3,4,132,1,2,1,2,4,3,1,3,1,3,1,1,0,0
2508,53459,4661,1,19,2374,5,6,3,113,195,2,3,3,3,3,3,1,2,2,3,1,2,1,0
2509,22130,5108,1,20,595,5,6,2,71,104,2,3,3,3,3,3,1,2,2,3,1,2,1,1
2510,4179,531,1,82,1855,6,3,1,1,258,2,1,1,1,2,1,2,1,1,1,0,0,0,0
2511,49913,3968,1,20,927,6,7,4,48,23,2,3,3,2,3,3,1,3,1,3,1,1,1,0
2512,51757,4057,1,19,4454,6,6,2,51,24,3,3,3,2,3,2,3,2,1,3,2,1,1,0
2513,7065,1164,1,69,337,6,6,3,15,278,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2514,12567,2260,1,51,7113,6,5,3,10,381,2,2,3,2,4,3,1,3,1,3,1,1,1,0
2515,76227,3245,1,18,1653,6,5,2,24,375,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2516,66188,168,1,91,540,6,3,2,7,81,2,3,1,3,3,3,1,3,2,3,1,0,0,0
2517,66400,3416,1,18,4979,6,5,2,4,37,2,3,1,3,4,3,1,3,1,3,0,0,0,0
2518,31214,1111,1,20,509,6,7,3,124,304,2,3,2,3,3,3,1,2,2,3,1,2,1,0
2519,72773,2542,1,85,412,6,6,3,60,12,3,3,3,3,3,2,3,2,1,3,1,1,1,0
2520,50248,5078,1,85,6365,6,5,3,8,375,2,3,1,3,3,3,1,3,1,3,1,1,1,0
2521,26080,1528,1,85,1061,6,6,3,6,600,5,1,1,1,2,1,2,2,1,3,0,0,0,0
2522,42974,4647,1,85,782,7,7,3,7,600,5,1,1,1,2,3,1,2,1,2,0,0,0,0
2523,6377,4063,1,85,5080,7,7,3,9,423,2,3,2,3,3,3,1,2,2,3,2,3,1,1
2524,38543,3478,1,93,194,7,7,3,32,531,2,3,3,3,3,3,1,3,1,3,1,1,1,0
2525,4163,2700,1,85,1601,7,7,3,24,393,3,3,1,2,3,3,1,2,1,3,1,1,2,0
2526,61658,3061,1,114,104,5,5,3,5,37,2,3,3,3,3,3,1,2,3,3,1,0,0,0
2527,39650,1019,1,85,2804,5,5,3,26,527,2,3,1,3,3,3,1,3,1,3,1,1,1,0
2528,72719,4207,1,85,4317,5,7,4,11,203,2,3,3,3,3,3,1,2,1,3,2,2,2,0
2529,1661,4102,1,114,3041,5,6,3,6,120,2,1,1,3,2,3,1,3,1,3,0,0,0,0
2530,70886,2335,1,85,6315,5,3,1,2,431,1,1,1,3,2,3,1,2,1,3,0,0,0,0
2531,39928,5118,1,85,1014,7,8,3,16,259,3,3,1,2,4,2,1,2,1,3,1,1,1,0
2532,50595,280,1,85,844,7,4,2,2,495,2,2,1,3,3,3,1,2,3,3,0,0,0,0
2533,49455,1282,1,85,643,7,6,3,5,146,1,3,3,2,4,3,1,3,1,3,1,2,1,0
2534,46853,540,1,85,5697,7,6,3,8,81,2,3,1,3,3,3,1,2,3,3,0,0,0,1
2535,33622,1281,1,30,1259,7,5,4,1,431,1,3,3,2,4,3,1,3,1,3,1,0,0,0
2536,54630,1279,1,85,6791,7,2,1,1,495,1,3,1,2,4,3,1,3,1,3,0,0,0,0
2537,24270,422,1,85,3740,5,7,3,11,278,2,3,1,2,4,3,1,3,1,3,0,1,0,0
2538,14801,2550,1,56,3961,5,5,2,8,146,2,3,3,3,3,3,1,2,2,3,1,0,0,1
2539,72090,5158,1,20,2220,5,6,3,74,612,2,3,3,3,3,3,1,2,2,3,3,2,1,0
2540,9376,511,1,85,268,5,6,3,31,610,2,3,3,3,3,3,1,2,2,3,3,1,1,0
2541,43693,4674,1,82,2249,5,7,3,216,404,2,3,3,3,3,3,1,2,1,3,1,1,1,0
2542,72166,1078,1,93,5564,5,6,3,379,594,2,3,3,3,3,3,1,2,2,3,1,1,1,1
2543,21334,4570,1,56,1765,4,6,3,115,230,2,3,3,3,3,3,1,2,2,3,1,1,1,0
2544,61775,3493,1,82,47,4,7,3,114,239,2,3,2,3,3,3,1,3,1,3,1,1,1,0
2545,39758,5044,1,56,5350,4,6,3,76,121,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2546,62502,236,1,43,1196,4,6,3,34,542,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2547,50177,4910,1,82,7059,7,6,3,4,539,2,3,1,3,3,3,1,3,1,3,0,0,0,0
2548,22764,4175,1,56,666,7,5,2,57,29,2,3,3,3,3,3,1,3,2,3,1,1,1,1
2549,53605,1929,1,51,7060,7,7,3,830,261,2,3,3,3,3,3,1,3,1,3,2,2,1,0
2550,55038,184,1,20,24,7,7,3,57,164,2,3,3,3,3,3,3,2,1,3,2,1,1,0
2551,73567,1079,1,82,6069,7,6,3,60,59,1,2,3,3,4,3,1,3,1,3,1,1,1,0
2552,28402,2336,1,41,4897,7,7,3,10,269,1,3,3,3,3,3,1,2,3,3,1,1,1,1
2553,63684,4678,1,41,1703,4,6,3,47,41,3,3,3,2,3,2,3,2,1,3,1,1,1,0
2554,2950,3884,1,51,4245,4,7,3,47,572,2,3,3,3,3,3,1,2,2,3,1,2,1,0
2555,34506,5128,1,77,4692,6,6,3,9,170,2,3,1,3,3,3,1,2,2,3,0,1,1,0
2556,48186,5128,1,77,2436,6,5,3,1,1,2,3,3,3,3,3,1,3,2,3,0,0,0,2
2557,41137,563,1,20,1357,6,3,1,25,554,2,3,3,3,3,3,1,3,2,3,1,2,1,0
2558,51380,3012,1,82,1163,6,7,4,9,214,2,3,1,3,3,3,1,2,1,3,1,1,1,0
2559,27354,1043,1,13,4989,6,6,3,31,560,2,3,3,2,4,3,1,3,1,3,1,1,1,0
2560,7428,1137,1,40,3584,6,5,3,3,326,1,3,1,2,4,3,1,3,1,3,0,1,0,0
